OBJECTID,GLOBAL_ID,NAME,TYPE_CODE,CLASS,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,LEVEL_CODE,CITY,STATE,COUNTRY,CONT_AGENT,COMM_NAME,SECTOR,ONSHORE,EXCLUSION,TIMESOFUSE,GMTOFFSET,DST_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
78,19EEBECA-7886-47E2-A063-DF895A4657C5,COASTAL 2 MOA,MOA,,TNI,180,FL,STD,,300,FT,SFC,L,,GA,UNITED STATES,FAA JACKSONVILLE ARTCC,,,1,0,"INTERMITTENT, 0700 - 2200, MON - FRI; %INTERMITTENT BY NOTAM, 0700 - 2200, SAT - SUN; %NOTE: NOT TO EXCEED 665 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.0116984568376211,0.622808216655341
79,FBF4EEF3-89BD-41C8-B242-52E54CE170CD,COASTAL 4 MOA,MOA,,TNI,180,FL,STD,,14000,FT,MSL,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0700 - 2200, MON - FRI; %INTERMITTENT BY NOTAM, 0700 - 2200, SAT - SUN; %NOTE: NOT TO EXCEED 316 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.141087230006406,1.73255562982469
80,B235DBD2-A4E0-429B-A6B3-54E352E46BE8,COASTAL 5 MOA,MOA,,TNI,180,FL,STD,,300,FT,SFC,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0700 - 2200, MON - FRI; %INTERMITTENT BY NOTAM, 0700 - 2200, SAT - SUN; %NOTE: NOT TO EXCEED 140 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.0715277778554082,1.52714160118859
81,7975BAE8-6A80-4C24-AACA-E2629A641D11,COASTAL 6 MOA,MOA,,TNI,180,FL,STD,ANI,10000,FT,MSL,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0700 - 2200, MON - FRI; %INTERMITTENT BY NOTAM, 0700 - 2200, SAT - SUN; %NOTE: NOT TO EXCEED 60 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.0477960645835083,1.57732146530059
82,C966B462-DD4A-498D-864A-6E6F689C2870,COASTAL 7 MOA,MOA,,TNI,180,FL,STD,ANI,10000,FT,MSL,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0700 - 2200, MON - FRI; %INTERMITTENT BY NOTAM, 0700 - 2200, SAT - SUN; %NOTE: NOT TO EXCEED 60 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.0226303536878731,0.926323038888638
83,0E3EA8AC-1796-4AA8-92B7-9CBFB697F8BA,COASTAL 8 MOA,MOA,,TNI,180,FL,STD,,11000,FT,MSL,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0700 - 2200, MON - FRI; %INTERMITTENT BY NOTAM, 0700 - 2200, SAT - SUN; %NOTE: NOT TO EXCEED 60 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.135254629535666,1.71271455509621
84,FA1EF509-C326-49E4-A489-A04A51488C23,COLUMBUS 1 MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,MS,UNITED STATES,"FAA, MEMPHIS ARTCC",,,1,0,"SUNRISE - SUNSET, NORMALLY MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.904991319599276,4.12027025017601
85,12CE763C-A9FF-463C-A621-8A8C041E5FD7,COLUMBUS 2 MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,MS,UNITED STATES,"FAA, MEMPHIS ARTCC",,,1,0,"SUNRISE - SUNSET, NORMALLY MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.216388888836036,1.86872427019876
86,3BA6B774-9344-4897-84DD-EDDA05F6421B,COLUMBUS 3 MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,MS,UNITED STATES,"FAA, MEMPHIS ARTCC",,,1,0,"SUNRISE - SUNSET, NORMALLY MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.891718749973052,3.97709306557202
87,23C49DC5-EBBF-458A-9A48-8EF66346998A,COLUMBUS 4 MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,MS,UNITED STATES,"FAA, MEMPHIS ARTCC",,,1,0,"SUNRISE - SUNSET, NORMALLY MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.467282985782504,2.88941138970779
88,BB02F70F-7012-4A96-B015-1089BD316F9A,CONDOR 1 MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,ME,UNITED STATES,"FAA, BOSTON ARTCC",,,1,0,INTERMITTENT BY NOTAM,-5,1,,0,0,1,0,0,0,0.947559439217684,4.31266266637586
89,445112E8-8FA4-496C-A148-CA40055C4408,CONDOR 2 MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,ME,UNITED STATES,"FAA, BOSTON ARTCC",,,1,0,INTERMITTENT BY NOTAM,-5,1,,0,0,1,0,0,0,0.240902777792826,2.47460622035296
90,3949E444-94F9-4882-9D4A-A54DB056567B,CORE MOA,MOA,,TNI,180,FL,STD,,3000,FT,MSL,L,,NC,UNITED STATES,"USMC, CHERRY POINT APPROACH CONTROL",,,1,0,"INTERMITTENT, 0700 - 2300, MON - FRI; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.0396602209611956,1.28210553067654
91,8FA8EB04-D8FF-4C7B-90D6-1DDD4CDCA33E,CRANBERRY MOA,MOA,,TNI,6000,FT,MSL,,500,FT,SFC,L,,NY,UNITED STATES,"FAA, BOSTON ARTCC",,,1,0,"NOV 1 - APR 30, 0800 - 2200, MON - FRI; O/T BY NOTAM; MAY 1 - OCT 31, CLOSED",-5,1,,0,0,1,0,0,0,0.248680555819419,2.11917281632451
92,1A0547C4-55B3-43DA-93E0-E63A6779C6E2,CRYPT CENTRAL MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,IA,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,"0930 - 1100, 1400 - 1530, TUE - SAT; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.555710416620514,3.69568835392145
93,F60AA7F7-AD0F-4EB5-82B3-3A718408F372,CRYPT NORTH MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,IA,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,"0930 - 1100, 1400 - 1530, TUE - SAT; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.673481480595001,3.86960753076402
94,D4A96938-AB3B-46BC-896E-683DBABE8F2C,CRYPT SOUTH MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,IA,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,"0930 - 1100, 1400 - 1530, TUE - SAT; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.494870910983991,3.37889683965935
95,02879764-14E6-46DF-AB87-E6CA500E22A0,DE SOTO 2 MOA,MOA,,TI,5000,FT,MSL,,100,FT,SFC,L,,MS,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0830 - 1730, MON - FRI; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.15107638871109,1.95245468423591
96,9D0724C3-2AB4-45B5-99E5-72758754CB96,DEEPWOODS MOA,MOA,,TI,3000,FT,MSL,,0,FT,SFC,L,,ME,UNITED STATES,BANGOR APPROACH CONTROL,,,1,0,"0700 - 2000, MON - FRI; O/T BY NOTAM",-5,1,,0,0,1,0,0,0,0.0800694446136276,1.3035015316782
97,D4B21797-CF78-4C4E-9550-F8B667EAC36B,DELTA 1 MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0700 - 0000, MON - FRI, 3 - 5 HRS PER DAY, %MAXIMUM 2 TWO AND A HALF  HR PERIODS PER EXERCISE DAY, %MINIMUM 3 HRS B/T PERIODS OF USE; MAJOR FLYING EXERCISE USE ONLY; %CONTACT SUAIS, THE NEAREST FSS, OR ANCHORAGE ARTCC FOR ACTIVATION TIMES",-9,1,,1,0,0,0,0,0,0.309111458024745,3.47674993105663
98,579CF029-26C5-42D1-948F-C3F86DF6C8C2,DELTA 2 MOA,MOA,,TNI,180,FL,STD,,5000,FT,MSL,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0700 - 0000, MON - FRI, 3 - 5 HRS PER DAY, %MAXIMUM 2 TWO AND A HALF  HR PERIODS PER EXERCISE DAY, %MINIMUM 3 HRS B/T PERIODS OF USE; MAJOR FLYING EXERCISE USE ONLY; %CONTACT SUAIS, THE NEAREST FSS, OR ANCHORAGE ARTCC FOR ACTIVATION TIMES",-9,1,,1,0,0,0,0,0,0.269672607983921,2.86677429654181
99,F9CE9D10-FA1C-445C-A7C6-151F38DFD9E9,DELTA 3 MOA,MOA,,TNI,180,FL,STD,,3000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0700 - 0000, MON - FRI, 3 - 5 HRS PER DAY, %MAXIMUM 2 TWO AND A HALF  HR PERIODS PER EXERCISE DAY, %MINIMUM 3 HRS B/T PERIODS OF USE; MAJOR FLYING EXERCISE USE ONLY; %CONTACT SUAIS, THE NEAREST FSS, OR ANCHORAGE ARTCC FOR ACTIVATION TIMES",-9,1,"EXCLUDES R-2201A, R-2201B, R-2201C AND R-2201D WHEN ACTIVE. SUAIS INCLUDING VHF TRANSMITTER/RECEIVER, RECORDING, AND TELEPHONE CAPABILITY MUST BE OPERATIONAL DURING ACTIVATION. ANY OPERATION DURING RE",1,0,0,0,0,0,0.405521549186233,3.12916503734921
100,11EADA97-6504-42C4-8D13-2AB90BD108BB,DELTA 4 MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0700 - 0000, MON - FRI, 3 - 5 HRS PER DAY, %MAXIMUM 2 TWO AND A HALF  HR PERIODS PER EXERCISE DAY, %MINIMUM 3 HRS B/T PERIODS OF USE; MAJOR FLYING EXERCISE USE ONLY; %CONTACT SUAIS, THE NEAREST FSS, OR ANCHORAGE ARTCC FOR ACTIVATION TIMES",-9,1,"EXCLUDES R-2201D WHEN ACTIVE. SUAIS INCLUDING VHF TRANSMITTER/RECEIVER, RECORDING, AND TELEPHONE CAPABILITY MUST BE OPERATIONAL DURING ACTIVATION. ANY OPERATION DURING REDUCED CAPABILITY REQUIRES THE ",1,0,0,0,0,0,0.973924051833819,6.32787811188431
101,F86F8769-B321-44B9-A3F7-CC8AF1410E95,DEMO 2 MOA,MOA,,TI,15000,FT,MSL,,10000,FT,MSL,L,,VA,UNITED STATES,"FAA, POTOMAC TRACON",,,1,0,INTERMITTENT BY NOTAM,-5,1,,0,0,1,0,1,0,0.0193632331097433,0.523603048105025
102,DA7D0C20-A64D-4131-86A5-317CE22F5019,DEMO 3 MOA,MOA,,TI,15000,FT,MSL,ANI,5000,FT,MSL,L,,VA,UNITED STATES,"FAA, POTOMAC TRACON",,,1,0,INTERMITTENT BY NOTAM,-5,1,,0,0,1,0,1,0,0.0298304398520486,0.87087986665941
103,821CD36F-62C8-4AA8-88CE-BFC0FF18DCB4,DEVILS LAKE WEST MOA,MOA,,TNI,180,FL,STD,,4000,FT,MSL,L,,ND,UNITED STATES,"FAA, MINNEAPOLIS ARTCC",,,1,0,INTERMITTENT BY NOTAM,-6,1,,0,0,1,0,0,0,0.716087962577603,3.7355164425384
104,5E78366C-F821-431B-99D9-7D788D7BB062,DOME MOA,MOA,,TNI,180,FL,STD,,6000,FT,MSL,L,,AZ,UNITED STATES,"FAA, LOS ANGELES ARTCC",,,1,0,"0800 - 1700, MON - FRI; O/T BY NOTAM",-7,0,,0,0,1,0,0,0,0.0673058648269489,1.26758838761687
105,0D49C516-90FF-452A-8CF6-BA5F046B3C03,DRUM MOA,MOA,,TNI,5000,FT,MSL,,500,FT,SFC,L,,NY,UNITED STATES,"U.S. ARMY, WHEELER-SACK APPROACH CONTROL",,,1,0,"SEP 1 - APR 30, 0800 - 2200, MON - FRI; OTHER TIMES BY NOTAM %MAY 1 - AUG 31, 0800 - 1700, MON - FRI; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.0247981483073545,0.65145078891106
106,AA3BE41B-7AA8-49C6-AA9C-5882572AE6C3,DUKE MOA,MOA,,TNI,180,FL,STD,,8000,FT,MSL,L,,PA,UNITED STATES,"FAA, CLEVELAND ARTCC",,,1,0,"1000 - 1500, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.60929166646838,3.27157978136617
107,192E0EF5-6944-406C-AEC6-CEC4DA3D0156,EGLIN A EAST MOA,MOA,,TNI,180,FL,STD,,1000,FT,SFC,L,,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2100, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.0316254917809147,0.882148873191125
108,7F235FEC-F07F-47A4-8E28-49EBE5F4B929,EGLIN A WEST MOA,MOA,,TNI,180,FL,STD,OTHER,1000,FT,SFC,L,,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2100, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.0292603122240962,0.704500034163462
109,21C1216C-A693-4DBD-856B-389296BFD411,EGLIN C MOA,MOA,,TNI,180,FL,STD,,1000,FT,SFC,L,,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2100, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.0465277776725088,0.861773007345621
110,EA55D073-7B74-40A4-A5FD-62A26061AF42,EGLIN D MOA,MOA,,TI,3000,FT,MSL,,1000,FT,SFC,L,,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2100, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.0431944445888348,1.18640255868565
111,0398A6A2-8A37-4439-9DBA-72F23EC66CFD,EGLIN E MOA,MOA,,TNI,180,FL,STD,,0,FT,SFC,L,,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2100, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.363718330803522,2.78473915404232
112,FC5DFC1B-9F7A-47C4-93FC-BC47F49B3983,EGLIN F MOA,MOA,,TNI,180,FL,STD,,0,FT,SFC,L,,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2100, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.00170138886937821,0.189362174280575
113,3F21BE83-51DF-4A80-9BFD-2956CD7A1B44,EUREKA HIGH MOA,MOA,,TNI,180,FL,STD,,6000,FT,MSL,L,,KS,UNITED STATES,"FAA, KANSAS CITY ARTCC",,,1,0,"SUNRISE - SUNSET, MON - FRI; SAT - SUN, BY NOTAM",-6,1,,0,0,1,0,0,0,0.579370134545798,3.01100401092206
114,63ED5D4D-B986-4B33-9FF2-743C4B7A20CF,EUREKA LOW MOA,MOA,,TNI,6000,FT,MSL,,2500,FT,MSL,L,,KS,UNITED STATES,"FAA, KANSAS CITY ARTCC",,,1,0,"SUNRISE - SUNSET, MON - FRI; SAT - SUN, BY NOTAM",-6,1,,0,0,1,0,0,0,0.579370134545798,3.01100401092206
115,3A17E096-0287-4251-A057-3F1B18473826,FALLON NORTH 3 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,NV,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.0007422141193274,0.127546629328407
116,403E4BE0-582B-4D82-9EA6-2AFB0FCC23E5,FALLON NORTH 3 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,NV,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.169458044225848,1.80680644954522
117,33A34FEC-9614-41AC-841A-730C579EADDC,FALLON SOUTH 3 MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,NV,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,"0715 - 2330, DAILY; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.0919328705249427,1.71871461266719
118,60B2F897-D9ED-4258-9417-797720C52B79,FORT LIBERTY NORTH AREA B MOA,MOA,,TI,6000,FT,MSL,,4000,FT,MSL,L,,NC,UNITED STATES,"FAA, FAYETTEVILLE AIR TRAFFIC CONTROL TOWER",,,1,0,"INTERMITTENT, 0700 - 2400, MON - FRI; SAT - SUN, BY NOTAM",-5,1,,0,0,1,0,0,0,0.0103182868228942,0.448671194112016
119,1335A54E-EA38-4CD8-AF7B-E09A375B078B,FORT LIBERTY SOUTH AREA B MOA,MOA,,TI,6000,FT,MSL,,1500,FT,SFC,L,,NC,UNITED STATES,"FAA, FAYETTEVILLE AIR TRAFFIC CONTROL TOWER",,,1,0,"INTERMITTENT, 0700 - 2400, MON - FRI; SAT - SUN, BY NOTAM",-5,1,,0,0,1,0,0,0,0.0122307387368892,0.557013985050618
120,65CABD74-C550-47B8-B667-34F8D7C8D9D2,FORT STEWART B1 MOA,MOA,,TNI,5000,FT,MSL,,500,FT,SFC,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2200, MON - FRI; O/T BY NOTAM",-5,1,,0,0,1,0,0,0,0.0477960645835083,1.57732146530059
121,5B2AB27C-BBD9-49D5-AD4A-7C90163F7106,FORT STEWART B2 MOA,MOA,,TI,10000,FT,MSL,,5000,FT,MSL,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,BY NOTAM,-5,1,,0,0,1,0,0,0,0.0477960645835083,1.57732146530059
122,657E0DD7-2EB6-4431-92DD-6A5654F5AC05,FORT STEWART C1 MOA,MOA,,TNI,3000,FT,MSL,,500,FT,SFC,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0600 - 2200, MON - FRI; O/T BY NOTAM",-5,1,,0,0,1,0,0,0,0.00998611113436709,0.453561108647715
123,03575D74-D35C-4376-A865-CE16352C6C5D,FORT STEWART C2 MOA,MOA,,TI,10000,FT,MSL,,3000,FT,MSL,L,,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,BY NOTAM,-5,1,,0,0,1,0,0,0,0.0226288354479038,0.926329163315892
124,4225F980-F2D1-425D-8022-7CDB62FE9AAE,FOX 1 MOA,MOA,,TNI,180,FL,STD,,5000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,0.710615354973015,5.09427805003708
125,1A7B7EE4-443A-44F3-BE14-0F44A1879C34,FOX 2 MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"0800 - 1800, MON - FRI; OTHER TIMES BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,0.0584207561305448,1.46364801408537
126,012E484B-B0EE-4251-983C-DA9D5C71839D,FUZZY MOA,MOA,,TNI,10000,FT,MSL,,100,FT,SFC,L,,AZ,UNITED STATES,ALBUQUERQUE ARTCC CENTER,,,1,0,"0700 - 1900, DAILY; OTHER TIMES BY NOTAM",-7,0,,0,0,1,0,0,0,0.146384066070823,1.58607196618321
127,E262B98C-4E81-46D2-9349-78BABB235C6C,GALENA MOA,MOA,,TNI,180,FL,STD,,1000,FT,SFC,L,,AK,UNITED STATES,"FAA, ANCHORAGE ARTCC",,,1,0,"INTERMITTENT, 0800 - 1800, MON - FRI; O/T BY NOTAM BETWEEN 0700 - 0000",-9,1,,1,0,0,0,0,0,2.4689209340504,7.08876593884132
128,D3BC5668-7A25-4A1C-96D1-2C0DA46A4ABE,GAMECOCK A MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,NC,UNITED STATES,"FAA, WASHINGTON ARTCC",,,1,0,"INTERMITTENT, 0630 - 2230, MON - FRI; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.186930941343917,1.84282195710279
129,DDB3BB55-EBE9-4D2E-A0C8-45F938D62298,GAMECOCK B MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,SC,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; OTHER TIMES BY NOTAM, %NOT TO EXCEED 2 CONSECUTIVE WEEKS NOR 4 WEEKS PER YEAR",-5,1,,0,0,1,0,0,0,0.0826736111098398,1.33615021250573
130,5E41DC44-4ABD-42CB-B4F2-9C18F6C09003,GAMECOCK I MOA,MOA,,TI,6000,FT,MSL,,100,FT,SFC,L,,SC,UNITED STATES,FAA JACKSONVILLE ARTCC,,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.136718364499302,1.46553685420423
131,CBCC13FC-EB91-45E2-B92B-2951663FD9A2,GANDY MOA,MOA,,TNI,180,FL,STD,,100,FT,SFC,L,,UT,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0700 - 2400, MON - FRI; 0800 - 1700, SAT; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.300747685308124,3.4611928010996
132,A6881862-9B65-499F-8F74-7BCBD4606A29,GLADDEN 1 MOA,MOA,,TNI,180,FL,STD,,7000,FT,MSL,L,,AZ,UNITED STATES,"FAA, ALBUQUERQUE ARTCC",,,1,0,"0600 - 1900, MON - FRI; O/T BY NOTAM",-7,0,,0,0,1,0,1,0,0.624577107863843,3.51685138328311
133,9EB0794C-40D4-4C25-AB36-FF614BD2BFA4,GOOSE NORTH MOA,MOA,,TNI,180,FL,STD,,3000,FT,SFC,L,,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,"0700 - 1900, MON - FRI; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.516531905664124,2.75839125947815
134,52FABA6A-BCCB-41AD-B881-A389671957A7,GOOSE SOUTH MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,"0700 - 1900, MON - FRI; OTHER TIMES BY NOTAM",-8,1,,0,0,1,0,0,0,0.272222222019536,2.12087195595666
135,366119FE-B8C5-43D3-BF22-B8994BF42E65,GRAY MOA,MOA,,TNI,10000,FT,MSL,,2000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 1900, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.009161031736312,0.489402540227982
136,010D50C6-E4D2-44BB-B1BB-8EBDE03D99C8,HART A MOA,MOA,,TNI,180,FL,STD,,11000,FT,MSL,L,,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.247981482125397,2.61365156280151
137,77790727-B357-4DAE-B468-0D5C31AE61FD,HART B MOA,MOA,,TNI,180,FL,STD,,11000,FT,MSL,L,,OR,UNITED STATES,"FAA, SEATTLE ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.680814814623773,3.39949266917893
138,A44B4056-B73E-4466-9299-E70489AE8C88,HAYS MOA,MOA,,TNI,180,FL,STD,,300,FT,SFC,L,,MT,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,INTERMITTENT BY NOTAM,-7,1,,0,0,1,0,0,0,2.21742361073666,7.3349741466715
139,4C2CB428-E221-45A7-970F-0E6648BF2DF7,HILL TOP MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,IN,UNITED STATES,"FAA, CHICAGO ARTCC",,,1,0,"0800 - 1900, TUE - SAT; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.311666666500287,2.1489786755939
140,44531BF9-E582-4142-B561-9ED6467C3377,WALKER MOA,MOA,,TI,3000,FT,MSL,,0,FT,SFC,L,,VA,UNITED STATES,"FAA, POTOMAC APPROACH",,,1,0,"SUNRISE - SUNSET, DAILY",-5,1,,0,0,1,0,1,0,0.0127654737073044,0.449477789900721
141,C0953CD4-9F7B-4FA7-9D29-0FD5A5315B80,HOLLIS MOA,MOA,,TNI,180,FL,STD,,11000,FT,MSL,L,,OK,UNITED STATES,"FAA, FORT WORTH ARTCC",,,1,0,"1 HR BEFORE SUNRISE - 1 HR AFTER SUNSET, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.407679667993762,2.54564415522725
142,D871F47D-06E5-4F95-9150-5F8BAE96EF9B,PHANTOM MOA,MOA,,TNI,10000,FT,MSL,,2000,FT,MSL,L,,TX,UNITED STATES,"FAA, HOUSTON ARTCC",,,1,0,"0700 - 1900, MON - FRI; O/T BY NOTAM",-6,1,,0,0,1,0,0,0,0.0866980412213252,1.5477346858351
143,135E7BEF-4104-42E3-8893-263BEB9D296A,HOWARD EAST MOA,MOA,,TNI,180,FL,STD,,9000,FT,MSL,L,,IL,UNITED STATES,"FAA, KANSAS CITY ARTCC",,,1,0,"0700 - 2200, SUN - SAT; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.672163194808263,3.44172211053021
144,007338DE-F947-4B00-AB4D-720542F4A0F8,HOWARD WEST MOA,MOA,,TNI,180,FL,STD,,10000,FT,MSL,L,,IL,UNITED STATES,"FAA, KANSAS CITY ARTCC",,,1,0,"0700 - 2200, SUN - SAT; OTHER TIMES BY NOTAM",-6,1,,0,0,1,0,0,0,0.117090277936086,1.62981171897116
145,A982E93F-8CC0-45D4-B515-D75B3D086575,HUNTER HIGH MOA,MOA,,TNI,180,FL,STD,,11000,FT,MSL,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.334613935428024,2.56954354176144
146,833655AB-3287-46BB-A4BB-F7FD06BB35F6,HUNTER LOW B MOA,MOA,,TNI,11000,FT,MSL,,2000,FT,SFC,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.0501496913316259,0.968361178399839
147,1306329F-B81D-4EED-92EC-893BEDC7CC27,HUNTER LOW C MOA,MOA,,TNI,11000,FT,MSL,,3000,FT,SFC,L,,CA,UNITED STATES,"FAA, OAKLAND ARTCC",,,1,0,INTERMITTENT BY NOTAM,-8,1,,0,0,1,0,0,0,0.0279467592554283,0.823706872910537
